period_SNR,phi21,weighted_mean,weighted_std,class
-0.732084389860616,-0.14078116938796661,0.8147905492559844,-0.41154437416084255,1.0
1.9902248262658981,0.4687902577533916,-1.0866410622456786,-0.8902916856153604,0.0
-0.7869352990237718,-0.6395969476109836,0.9911991571727459,-0.4661599504900697,1.0
-0.8423512430968099,-0.49914197861909415,0.45078773528628613,-0.1882848036995931,1.0
1.552122055270822,-0.8095063394706881,-1.350684380045623,-1.0621665967094713,0.0
2.121713497352103,-1.3686367660924914,-1.6335570745326777,-0.5810509242120834,0.0
1.9680941349847767,2.249234517589858,-1.2808059501880296,-1.2517954147908177,0.0
-0.5977744538549684,-1.372790554943192,0.8797830749624468,0.06521635885897799,1.0
-0.6954441315253299,-1.1955068248364984,0.7875480408216746,1.270531483462812,1.0
-0.801611488226396,1.551218011344978,0.7439141364307699,-1.061918905811798,1.0
-0.650810071739304,-0.729983779658125,0.9442149462281371,0.46958030936792217,1.0
0.8802917097330754,0.4188027128358979,-1.1834823712640203,-0.9093278350369931,0.0
-0.8019282594975911,-1.7340640617593592,0.8271281775921391,-0.7875525516627905,1.0
-0.7714701952585599,0.036300351243024394,0.5883672940905449,1.6314127532880647,1.0
-0.8524487581970265,1.2913298916624016,0.905352034228334,-0.8027783623691059,1.0
1.8259249391484953,2.006026175241766,-1.610065045303197,-0.3529390785324524,0.0
-0.13965248257692345,0.04141874155882098,0.8270218929981984,0.19130082175565238,1.0
-0.41830578569878246,0.46746663115047854,-1.011927955951785,-0.9963008447210726,0.0
1.91389034713604,-1.1636485335795235,-1.1144455109661255,-0.577823481856974,0.0
-0.04735094135064571,0.4759221115548277,-1.0768536034617355,-1.314633096625635,0.0
-0.9329387019540837,0.0615675046327586,0.6794074673441367,-0.9240055336870752,1.0
-0.8257076286371722,0.0004839521760378768,0.4591816853088624,0.9351395704509128,1.0
-0.5760593941350153,-0.4318309148532984,0.9193540171991592,0.37544445641938146,1.0
-0.16575126109077204,0.02509554692558055,0.8193769620010514,-0.8497722710447992,1.0
-0.13473583026207775,1.440117768147282,-1.7922006594663322,-0.7503857263525142,0.0
0.2390845851490774,-0.8759992657043595,-1.6036148084013078,-0.7346368882655387,0.0
-0.4224179194283556,0.013760592418339608,1.0033515241481614,2.069475381085463,1.0
1.3962367393334933,0.05436534468705866,-1.3202297399922205,-1.0552046561068267,0.0
-0.7662687154505795,-0.035806523898943794,0.4352246138191865,-0.35844269148514407,1.0
-0.15203055344425892,0.44038180432271906,1.092391794111019,0.8787813226572738,1.0
1.3404982236596044,0.3381863082452056,-1.027141137577365,-0.41161164080150053,0.0
0.18314309200090745,0.5913662191159479,-1.5079734730788221,-0.8529270892137647,0.0
-0.45324087710519306,0.9116260612248227,-0.848998258946667,1.4652003594238532,0.0
-0.5174480758296397,0.5335184257742119,0.8669800655549582,0.7611208609322943,1.0
-0.4639280817343848,-0.7475850450586919,-0.12329653369427677,1.898931820480918,1.0
2.198824215466512,-1.148441586091603,-0.7167528440729127,-0.8317000543153994,0.0
2.5319652585925105,0.4267411421311748,-1.046866811349414,-0.5803947515336442,0.0
-0.7568996362167913,1.7778185803577538,0.28054575492987377,-0.04516863542558134,1.0
-0.19613040476100327,-2.186019199337254,0.9693688521489358,2.476592443159207,1.0
-0.44353372095819016,-1.5240647856006186,1.1855886228400163,1.1872433624263115,1.0
1.3721419723506993,-1.2213272065463547,-0.8533806077570822,-0.2982221873657005,0.0
-0.6908591887094143,-0.5133856759237088,1.163667130848899,-0.8925929187167483,1.0
-0.7413253641915818,1.2138378285837135,0.7899581255513829,0.5223005945718421,1.0
-0.2182675035071919,1.4219005793963897,1.0901043264123615,0.8068680675701195,1.0
-0.5757458405630622,1.322154142796918,-1.3270613588359035,-0.9006920753372109,0.0
-0.7055150495745047,-0.08009871457157536,1.0346698424262235,-0.009082341574866992,1.0
-0.5932748850821637,-1.305348022134079,0.6097358180661414,1.9791982773165842,1.0
-0.41314051339493574,0.3924612675567319,-0.6169656529704407,-0.5965393353603656,0.0
0.8057676604629361,-0.9278057714034439,-1.7727669104557726,-1.0527551265924764,0.0
-0.8491475764467618,1.6678913776775168,0.6025653190954678,0.052218463259065886,1.0
-0.8095306904050235,-0.44266169221423696,0.7124835717620065,0.3631646737393466,1.0
-0.8781488232997298,-1.22051480015851,0.965859573289691,0.41008884594520756,1.0
1.890309461342897,0.4139272545275587,-0.8466552338555694,-0.15553032794004995,0.0
-0.5909551833257274,0.2801304358918782,1.062391185505987,0.33930310757806237,1.0
-0.21616191846754473,0.3081950969051924,1.0475899326453308,1.399435742756592,1.0
-0.6123146114675487,1.590501623178835,0.6898913703789532,1.4453523698337905,1.0
-0.8228767284118669,-0.14579711663938155,0.8623380159419615,0.8339016944612444,1.0
-0.7431573337078681,1.5662548309583244,0.2625615217579022,0.06225000726882445,1.0
-0.3519138121883885,-0.2357813860181642,1.185431561454067,1.2743888604700964,1.0
-0.8799569661604771,-0.30717637816552174,0.9076417816114923,-1.032232906300456,1.0
0.10677981899734074,-0.11458251952911387,0.8970788473359793,0.3282382702287275,1.0
-0.8245106819593656,1.529183785361304,0.7143619071600839,0.1972924298667547,1.0
1.7749319525834863,0.32721632044848403,-0.897448543525214,-0.7075777084028879,0.0
2.0766489586200363,-1.1850879793606155,-0.9739020318235162,-0.3992810561828876,0.0
0.3851880687998858,-1.3164894055192307,-1.2907157973433312,-0.35925001842488535,0.0
1.307049015066373,0.5325447323522687,-0.9573763068445579,-0.27789362458794037,0.0
-0.7629205091726884,1.2447061198782374,-0.3809475609265792,3.4275531525547285,1.0
1.0586713417414895,0.3924576724488259,-1.070550064527365,-0.5517438228191898,0.0
2.275951341388902,0.38250439916116785,-0.7578858787181422,-0.5511545643296384,0.0
1.8387812093161715,0.35313210545139423,-1.6787289749888719,-0.20501449082817255,0.0
-0.3740956986181842,0.41172671940205563,-1.1680631020878813,-0.6903089814118872,0.0
0.6445551408478469,-1.1842970553967498,-0.8627864285650315,-0.7947746431678199,0.0
-0.46265904103999983,0.8291178556350761,0.4837852956678297,-0.16556406002561966,1.0
-0.6741555419648994,0.2544643178239675,0.5647297083005449,0.07620656931644443,1.0
-0.6981857749260252,1.4931656398220794,0.9511963035357395,-0.6535826648030096,1.0
1.0328140005734123,0.3952414405508966,-1.6342877599962051,-0.9394812605563798,0.0
-0.6294260058762057,1.6257807165397957,0.8418373875506048,-0.31276356915457343,1.0
-0.7656459264304467,-0.09558659312560852,0.8027737473170633,-0.3299022223826098,1.0
-0.317706154933401,0.3947110430535583,-1.2689306083999832,-0.9600959401891885,0.0
-0.2541683935798626,-0.005074510395556938,-1.681953963410896,-1.00913166412513,0.0
-0.4207253624994505,-0.19740895563930652,1.3782240932899747,1.104025498693429,1.0
-0.874356614313939,-0.031572594758198014,0.8703014995669345,0.5910370718171751,1.0
-0.982494574806571,-1.5714487693985142,0.7132642031186422,-0.24193801668342405,1.0
-0.85935781950166,0.030589254141609432,0.42258831008495984,0.31326538035227947,1.0
1.055699629306184,2.123971171243379,-1.351940081433631,-0.8353696618939047,0.0
-0.12536475089686885,0.08746096726616259,0.5455554756241372,0.22668696167317232,1.0
-0.4144128151578211,0.8958549528599288,1.1019857447568904,1.8655790709969746,1.0
-0.7628026423140805,-0.29373746856311383,0.7936757475038452,-0.1722295126620192,1.0
1.2307686506354973,0.236562806594196,-1.6695406710362795,-0.8154997451128463,0.0
-0.5574935856974808,0.8748140333913614,1.2010154668111825,1.7257735623840158,1.0
-0.6077593690839441,1.6034859349957975,-1.4027248745357066,-0.7293081498396673,0.0
-0.9766701391168995,-0.7126152200625377,0.1883914021005778,-0.3739631604975605,1.0
-0.8526501352109377,-0.21720222751547982,0.6829116258288871,-0.40787891038440943,1.0
1.94168061323514,-1.1948760250178108,-1.206554529956928,-0.8642954063457174,0.0
-0.7631149101407265,0.7950876071877676,1.038256168252513,-0.19762563867606822,1.0
-0.609163553968159,-0.7808350524976362,1.0881460431745902,0.8334037971487754,1.0
1.327721272702511,0.3899952891701437,-1.1091866850410266,-0.8205200764266654,0.0
-0.23150927945028418,1.6661008075269543,1.1491566852094546,1.4392207937927919,1.0
-0.7978611802492405,0.7800545066506855,0.37665450401858835,0.32738700720645336,1.0
1.5019150624327011,0.4099031103859973,-0.9201198413869581,-0.7916571210688227,0.0
1.7957482736620116,0.29944942654583595,-1.5768347754198533,-0.05604021012089192,0.0
-0.8358697629735564,-1.4287513050066123,0.9612999613931005,-0.07566224498325447,1.0
-0.48453817687349426,0.036622567979168665,0.7860651203780902,3.672287249817093,1.0
-0.6980148936139982,1.6896693797697133,0.8408576500718701,0.6322293328528769,1.0
-0.6964399458965499,-0.9817710266990018,0.5643538037367427,0.9216297641259732,1.0
-0.4372871607199577,-0.3947504072292966,0.6279976579274713,1.0202591482851826,1.0
-0.4306485749547613,1.6300240842426432,0.21389813587365245,0.5914457271548389,1.0
-0.6760259174513156,1.1709316319647356,0.9585585962642417,-0.877227127205042,1.0
-0.7051195667252727,-0.7096586017857766,0.8504000571987359,1.4498969628864102,1.0
-0.6183923244814807,1.580756014302636,0.7207191474194905,-0.9837107322047183,1.0
2.057449640676917,0.40528080606218997,-1.2767742341106139,-0.6949822512650288,0.0
-0.7867083990057667,0.2909089621496266,1.0828408376084404,-0.6237487221547536,1.0
2.0210771418339486,0.4410908150365665,-0.966256096979719,-0.6323060468182431,0.0
1.6331344257057328,0.24426690538857243,-1.2483969518719142,-0.28630490985833895,0.0
-0.6615423165210957,0.3731661491834146,0.8140821981251699,0.06760309961435912,1.0
-0.7307200153440327,0.05838212054871611,0.9173320669736749,0.2885413649475139,1.0
-0.8909800704856282,-1.2681176430940253,0.34380093868125816,3.7718264498787213,1.0
-0.4752918706866061,0.25333524603080804,0.46757838306502775,-0.5721234534027974,1.0
